nuid,year,birth_year,female,white,black,hisp,asian,natam,missing,group,awd_perf,cmpl_civ,trr_new,arrest_total,tenure,L_cmpl_civ,L_arrest_total,L_trr_new,tenure2,tenure3,L_cmpl_civ2,L_cmpl_civ3,L_arrest_total2,L_arrest_total3,L_trr_new2,L_trr_new3
8886,2013,1981,0,1,0,0,0,0,0,103,4,0,1,66,6.75,1,85,4,45.5625,307.54688,1,1,7225,614125,16,64
8886,2014,1981,0,1,0,0,0,0,0,103,4,0,1,69,7.75,0,66,1,60.0625,465.48438,0,0,4356,287496,1,1
8886,2015,1981,0,1,0,0,0,0,0,103,8,0,2,57,8.75,0,69,1,76.5625,669.92188,0,0,4761,328509,1,1
8888,2014,1986,1,1,0,0,0,0,0,222,2,0,0,0,1.6666666,,,,2.7777777,4.6296291,,,,,,
8888,2015,1986,1,1,0,0,0,0,0,222,6,0,0,17,2.6666667,0,0,0,7.1111116,18.962965,0,0,0,0,0,0
8892,2014,1980,0,0,0,0,1,0,0,221,2,0,0,8,1.8333334,,,,3.3611112,6.1620374,,,,,,
8892,2015,1980,0,0,0,0,1,0,0,221,3,0,2,26,2.8333333,0,8,0,8.0277777,22.745369,0,0,64,512,0,0
8895,2012,1979,0,0,0,1,0,0,0,155,40,2,0,47,2.3333333,,,,5.4444442,12.703702,,,,,,
8895,2013,1979,0,0,0,1,0,0,0,155,48,0,0,52,3.3333333,2,47,0,11.111111,37.037033,4,8,2209,103823,0,0
8895,2014,1979,0,0,0,1,0,0,0,155,30,1,0,35,4.3333335,0,52,0,18.777779,81.370377,0,0,2704,140608,0,0
8895,2015,1979,0,0,0,1,0,0,0,155,8,1,0,30,5.3333335,1,35,0,28.444447,151.70372,1,1,1225,42875,0,0
8896,2014,1976,0,0,0,1,0,0,0,201,13,1,2,41,2.1666667,,,,4.6944447,10.171297,,,,,,
8896,2015,1976,0,0,0,1,0,0,0,201,0,1,5,46,3.1666667,1,41,2,10.027779,31.754633,1,1,1681,68921,4,8
8907,2015,1986,0,1,0,0,0,0,0,252,13,0,3,22,2.4166667,,,,5.8402781,14.114006,,,,,,
9009,2009,1981,0,1,0,0,0,0,0,90,6,0,0,9,1.75,,,,3.0625,5.359375,,,,,,
9009,2010,1981,0,1,0,0,0,0,0,90,17,0,2,19,2.75,0,9,0,7.5625,20.796875,0,0,81,729,0,0
9009,2011,1981,0,1,0,0,0,0,0,90,10,1,1,48,3.75,0,19,2,14.0625,52.734375,0,0,361,6859,4,8
9009,2012,1981,0,1,0,0,0,0,0,90,8,5,2,51,4.75,1,48,1,22.5625,107.17188,1,1,2304,110592,1,1
9009,2013,1981,0,1,0,0,0,0,0,90,34,1,3,40,5.75,5,51,2,33.0625,190.10938,25,125,2601,132651,4,8
9009,2014,1981,0,1,0,0,0,0,0,90,10,1,2,46,6.75,1,40,3,45.5625,307.54688,1,1,1600,64000,9,27
9009,2015,1981,0,1,0,0,0,0,0,90,24,0,3,44,7.75,1,46,2,60.0625,465.48438,1,1,2116,97336,4,8
9027,2014,1981,1,1,0,0,0,0,0,193,7,0,3,55,2.4166667,,,,5.8402781,14.114006,,,,,,
9027,2015,1981,1,1,0,0,0,0,0,193,10,0,1,47,3.4166667,0,55,3,11.673612,39.884842,0,0,3025,166375,9,27
9031,2013,1983,0,1,0,0,0,0,0,175,0,0,0,1,1.5,,,,2.25,3.375,,,,,,
9031,2014,1983,0,1,0,0,0,0,0,175,22,0,2,45,2.5,0,1,0,6.25,15.625,0,0,1,1,0,0
9031,2015,1983,0,1,0,0,0,0,0,175,31,0,4,62,3.5,0,45,2,12.25,42.875,0,0,2025,91125,4,8
9037,2009,1973,0,1,0,0,0,0,0,56,6,3,2,29,2.3333333,,,,5.4444442,12.703702,,,,,,
9037,2010,1973,0,1,0,0,0,0,0,56,10,2,2,71,3.3333333,3,29,2,11.111111,37.037033,9,27,841,24389,4,8
9037,2011,1973,0,1,0,0,0,0,0,56,14,8,8,60,4.3333335,2,71,2,18.777779,81.370377,4,8,5041,357911,4,8
9037,2012,1973,0,1,0,0,0,0,0,56,7,3,6,43,5.3333335,8,60,8,28.444447,151.70372,64,512,3600,216000,64,512
9037,2013,1973,0,1,0,0,0,0,0,56,14,0,3,41,6.3333335,3,43,6,40.111115,254.03706,9,27,1849,79507,36,216
9037,2014,1973,0,1,0,0,0,0,0,56,14,1,1,58,7.3333335,0,41,3,53.777779,394.37039,0,0,1681,68921,9,27
9037,2015,1973,0,1,0,0,0,0,0,56,10,1,0,24,8.333333,1,58,1,69.444443,578.70361,1,1,3364,195112,1,1
9041,2009,1984,1,0,0,1,0,0,0,108,2,1,0,7,1.6666666,,,,2.7777777,4.6296291,,,,,,
9041,2010,1984,1,0,0,1,0,0,0,108,9,1,0,50,2.6666667,1,7,0,7.1111116,18.962965,1,1,49,343,0,0
9041,2011,1984,1,0,0,1,0,0,0,108,8,2,0,53,3.6666667,1,50,0,13.444445,49.296299,1,1,2500,125000,0,0
9041,2012,1984,1,0,0,1,0,0,0,108,4,0,0,60,4.6666665,2,53,0,21.777777,101.62962,4,8,2809,148877,0,0
9041,2013,1984,1,0,0,1,0,0,0,108,2,1,0,93,5.6666665,0,60,0,32.111111,181.96295,0,0,3600,216000,0,0
9041,2014,1984,1,0,0,1,0,0,0,108,2,0,0,0,6.6666665,1,93,0,44.444443,296.29626,1,1,8649,804357,0,0
9041,2015,1984,1,0,0,1,0,0,0,108,24,0,0,42,7.6666665,0,0,0,58.777775,450.62961,0,0,0,0,0,0
9060,2013,1978,0,0,0,1,0,0,0,167,6,2,4,31,2.25,,,,5.0625,11.390625,,,,,,
9060,2014,1978,0,0,0,1,0,0,0,167,8,1,2,18,3.25,2,31,4,10.5625,34.328125,4,8,961,29791,16,64
9060,2015,1978,0,0,0,1,0,0,0,167,3,0,1,28,4.25,1,18,2,18.0625,76.765625,1,1,324,5832,4,8
9084,2014,1983,0,0,1,0,0,0,0,189,1,0,0,6,2.4166667,,,,5.8402781,14.114006,,,,,,
9084,2015,1983,0,0,1,0,0,0,0,189,0,0,1,12,3.4166667,0,6,0,11.673612,39.884842,0,0,36,216,0,0
9091,2014,1974,1,1,0,0,0,0,0,233,0,0,0,14,1.8333334,,,,3.3611112,6.1620374,,,,,,
9091,2015,1974,1,1,0,0,0,0,0,233,1,0,0,15,2.8333333,0,14,0,8.0277777,22.745369,0,0,196,2744,0,0
9113,2015,1978,0,0,1,0,0,0,0,251,4,0,0,16,3.0833333,,,,9.5069437,29.313076,,,,,,
9156,2014,1984,0,1,0,0,0,0,0,179,5,0,0,29,2.4166667,,,,5.8402781,14.114006,,,,,,
9156,2015,1984,0,1,0,0,0,0,0,179,8,1,2,66,3.4166667,0,29,0,11.673612,39.884842,0,0,841,24389,0,0
9180,2009,1982,0,1,0,0,0,0,0,28,12,1,1,54,2.5,,,,6.25,15.625,,,,,,
9180,2010,1982,0,1,0,0,0,0,0,28,3,2,3,36,3.5,1,54,1,12.25,42.875,1,1,2916,157464,1,1
9180,2011,1982,0,1,0,0,0,0,0,28,8,0,1,22,4.5,2,36,3,20.25,91.125,4,8,1296,46656,9,27
9180,2012,1982,0,1,0,0,0,0,0,28,6,1,0,68,5.5,0,22,1,30.25,166.375,0,0,484,10648,1,1
9180,2013,1982,0,1,0,0,0,0,0,28,8,1,0,26,6.5,1,68,0,42.25,274.625,1,1,4624,314432,0,0
9180,2014,1982,0,1,0,0,0,0,0,28,3,0,0,0,7.5,1,26,0,56.25,421.875,1,1,676,17576,0,0
9180,2015,1982,0,1,0,0,0,0,0,28,0,0,0,0,8.5,0,0,0,72.25,614.125,0,0,0,0,0,0
9204,2015,1985,0,1,0,0,0,0,0,272,2,0,0,3,1.9166666,,,,3.6736109,7.0410876,,,,,,
9238,2014,1986,0,0,0,1,0,0,0,190,8,0,0,39,2.25,,,,5.0625,11.390625,,,,,,
9238,2015,1986,0,0,0,1,0,0,0,190,7,1,0,34,3.25,0,39,0,10.5625,34.328125,0,0,1521,59319,0,0
9260,2011,1977,0,0,0,1,0,0,0,136,8,0,2,33,2.0833333,,,,4.3402777,9.042244,,,,,,
9260,2012,1977,0,0,0,1,0,0,0,136,13,2,2,47,3.0833333,0,33,2,9.5069437,29.313076,0,0,1089,35937,4,8
9260,2013,1977,0,0,0,1,0,0,0,136,16,0,0,57,4.0833335,2,47,2,16.673613,68.083923,4,8,2209,103823,4,8
9260,2014,1977,0,0,0,1,0,0,0,136,27,1,1,18,5.0833335,0,57,0,25.840279,131.35475,0,0,3249,185193,0,0
9260,2015,1977,0,0,0,1,0,0,0,136,59,0,0,22,6.0833335,1,18,1,37.006947,225.1256,1,1,324,5832,1,1
9266,2009,1979,0,0,1,0,0,0,0,65,20,2,0,52,2.25,,,,5.0625,11.390625,,,,,,
9266,2010,1979,0,0,1,0,0,0,0,65,2,0,0,29,3.25,2,52,0,10.5625,34.328125,4,8,2704,140608,0,0
9266,2011,1979,0,0,1,0,0,0,0,65,7,1,0,49,4.25,0,29,0,18.0625,76.765625,0,0,841,24389,0,0
9266,2012,1979,0,0,1,0,0,0,0,65,2,0,2,49,5.25,1,49,0,27.5625,144.70313,1,1,2401,117649,0,0
9266,2013,1979,0,0,1,0,0,0,0,65,11,1,0,18,6.25,0,49,2,39.0625,244.14063,0,0,2401,117649,4,8
9266,2014,1979,0,0,1,0,0,0,0,65,10,1,0,17,7.25,1,18,0,52.5625,381.07813,1,1,324,5832,0,0
9266,2015,1979,0,0,1,0,0,0,0,65,4,0,0,12,8.25,1,17,0,68.0625,561.51563,1,1,289,4913,0,0
9270,2009,1984,0,1,0,0,0,0,0,52,21,0,1,51,2.4166667,,,,5.8402781,14.114006,,,,,,
9270,2010,1984,0,1,0,0,0,0,0,52,14,0,2,56,3.4166667,0,51,1,11.673612,39.884842,0,0,2601,132651,1,1
9270,2011,1984,0,1,0,0,0,0,0,52,7,1,3,59,4.4166665,0,56,2,19.506943,86.155663,0,0,3136,175616,4,8
9270,2012,1984,0,1,0,0,0,0,0,52,12,1,2,65,5.4166665,1,59,3,29.340277,158.92648,1,1,3481,205379,9,27
9270,2013,1984,0,1,0,0,0,0,0,52,17,0,2,41,6.4166665,1,65,2,41.173611,264.19733,1,1,4225,274625,4,8
9270,2014,1984,0,1,0,0,0,0,0,52,7,3,3,31,7.4166665,0,41,2,55.006943,407.96814,0,0,1681,68921,4,8
9270,2015,1984,0,1,0,0,0,0,0,52,11,2,0,33,8.416667,3,31,3,70.840286,596.23907,9,27,961,29791,9,27
9280,2014,1986,0,1,0,0,0,0,0,209,15,1,2,36,2.25,,,,5.0625,11.390625,,,,,,
9280,2015,1986,0,1,0,0,0,0,0,209,23,0,6,114,3.25,1,36,2,10.5625,34.328125,1,1,1296,46656,4,8
9321,2010,1983,0,1,0,0,0,0,0,113,18,3,3,24,3.4166667,,,,11.673612,39.884842,,,,,,
9321,2011,1983,0,1,0,0,0,0,0,113,18,1,2,36,4.4166665,3,24,3,19.506943,86.155663,9,27,576,13824,9,27
9321,2012,1983,0,1,0,0,0,0,0,113,12,0,2,40,5.4166665,1,36,2,29.340277,158.92648,1,1,1296,46656,4,8
9321,2013,1983,0,1,0,0,0,0,0,113,0,1,0,20,6.4166665,0,40,2,41.173611,264.19733,0,0,1600,64000,4,8
9321,2014,1983,0,1,0,0,0,0,0,113,4,2,1,23,7.4166665,1,20,0,55.006943,407.96814,1,1,400,8000,0,0
9321,2015,1983,0,1,0,0,0,0,0,113,0,0,0,19,8.416667,2,23,1,70.840286,596.23907,4,8,529,12167,1,1
9343,2014,1987,0,1,0,0,0,0,0,188,28,1,1,49,2.25,,,,5.0625,11.390625,,,,,,
9343,2015,1987,0,1,0,0,0,0,0,188,14,0,1,24,3.25,1,49,1,10.5625,34.328125,1,1,2401,117649,1,1
9357,2014,1988,0,1,0,0,0,0,0,202,10,1,0,15,2.0833333,,,,4.3402777,9.042244,,,,,,
9357,2015,1988,0,1,0,0,0,0,0,202,9,0,2,27,3.0833333,1,15,0,9.5069437,29.313076,1,1,225,3375,0,0
9362,2008,1972,1,0,0,1,0,0,0,12,2,0,0,8,1.75,,,,3.0625,5.359375,,,,,,
9362,2009,1972,1,0,0,1,0,0,0,12,18,0,2,43,2.75,0,8,0,7.5625,20.796875,0,0,64,512,0,0
9362,2010,1972,1,0,0,1,0,0,0,12,5,0,0,33,3.75,0,43,2,14.0625,52.734375,0,0,1849,79507,4,8
9362,2011,1972,1,0,0,1,0,0,0,12,6,1,0,27,4.75,0,33,0,22.5625,107.17188,0,0,1089,35937,0,0
9362,2012,1972,1,0,0,1,0,0,0,12,3,1,0,19,5.75,1,27,0,33.0625,190.10938,1,1,729,19683,0,0
9362,2013,1972,1,0,0,1,0,0,0,12,2,0,0,7,6.75,1,19,0,45.5625,307.54688,1,1,361,6859,0,0
9362,2014,1972,1,0,0,1,0,0,0,12,0,1,0,9,7.75,0,7,0,60.0625,465.48438,0,0,49,343,0,0
9362,2015,1972,1,0,0,1,0,0,0,12,2,0,0,9,8.75,1,9,0,76.5625,669.92188,1,1,81,729,0,0
9369,2014,1985,1,1,0,0,0,0,0,226,0,0,1,16,1.8333334,,,,3.3611112,6.1620374,,,,,,
9369,2015,1985,1,1,0,0,0,0,0,226,6,3,2,86,2.8333333,0,16,1,8.0277777,22.745369,0,0,256,4096,1,1
9379,2014,1978,0,0,0,1,0,0,0,222,18,1,0,25,1.8333334,,,,3.3611112,6.1620374,,,,,,
9379,2015,1978,0,0,0,1,0,0,0,222,49,4,13,139,2.8333333,1,25,0,8.0277777,22.745369,1,1,625,15625,0,0
9413,2014,1987,0,1,0,0,0,0,0,231,0,0,0,14,1.8333334,,,,3.3611112,6.1620374,,,,,,
9413,2015,1987,0,1,0,0,0,0,0,231,6,0,1,51,2.8333333,0,14,0,8.0277777,22.745369,0,0,196,2744,0,0
9427,2009,1983,0,0,0,1,0,0,0,49,9,1,1,14,2.3333333,,,,5.4444442,12.703702,,,,,,
9427,2010,1983,0,0,0,1,0,0,0,49,3,0,0,12,3.3333333,1,14,1,11.111111,37.037033,1,1,196,2744,1,1
9427,2011,1983,0,0,0,1,0,0,0,49,6,0,0,13,4.3333335,0,12,0,18.777779,81.370377,0,0,144,1728,0,0
9427,2012,1983,0,0,0,1,0,0,0,49,2,0,1,5,5.3333335,0,13,0,28.444447,151.70372,0,0,169,2197,0,0
9427,2013,1983,0,0,0,1,0,0,0,49,12,0,0,8,6.3333335,0,5,1,40.111115,254.03706,0,0,25,125,1,1
9427,2014,1983,0,0,0,1,0,0,0,49,6,0,0,4,7.3333335,0,8,0,53.777779,394.37039,0,0,64,512,0,0
9427,2015,1983,0,0,0,1,0,0,0,49,6,1,1,12,8.333333,0,4,0,69.444443,578.70361,0,0,16,64,0,0
9430,2014,1981,0,0,0,1,0,0,0,219,4,0,0,6,1.75,,,,3.0625,5.359375,,,,,,
9430,2015,1981,0,0,0,1,0,0,0,219,10,0,2,52,2.75,0,6,0,7.5625,20.796875,0,0,36,216,0,0
9445,2014,1976,1,0,0,1,0,0,0,206,2,0,1,23,2.0833333,,,,4.3402777,9.042244,,,,,,
9445,2015,1976,1,0,0,1,0,0,0,206,2,0,0,20,3.0833333,0,23,1,9.5069437,29.313076,0,0,529,12167,1,1
9455,2015,1986,1,0,0,1,0,0,0,259,2,0,0,0,2.8333333,,,,8.0277777,22.745369,,,,,,
9466,2009,1975,0,0,1,0,0,0,0,69,6,0,2,17,2.25,,,,5.0625,11.390625,,,,,,
9466,2010,1975,0,0,1,0,0,0,0,69,4,0,2,11,3.25,0,17,2,10.5625,34.328125,0,0,289,4913,4,8
9466,2011,1975,0,0,1,0,0,0,0,69,3,1,3,15,4.25,0,11,2,18.0625,76.765625,0,0,121,1331,4,8
9466,2012,1975,0,0,1,0,0,0,0,69,2,0,2,16,5.25,1,15,3,27.5625,144.70313,1,1,225,3375,9,27
9466,2013,1975,0,0,1,0,0,0,0,69,4,1,1,16,6.25,0,16,2,39.0625,244.14063,0,0,256,4096,4,8
9466,2014,1975,0,0,1,0,0,0,0,69,5,1,3,10,7.25,1,16,1,52.5625,381.07813,1,1,256,4096,1,1
9466,2015,1975,0,0,1,0,0,0,0,69,2,0,0,3,8.25,1,10,3,68.0625,561.51563,1,1,100,1000,9,27
9469,2015,1981,0,0,0,1,0,0,0,234,1,0,0,4,2.5,,,,6.25,15.625,,,,,,
9495,2014,1979,0,1,0,0,0,0,0,194,11,0,1,45,2.25,,,,5.0625,11.390625,,,,,,
9495,2015,1979,0,1,0,0,0,0,0,194,2,1,0,69,3.25,0,45,1,10.5625,34.328125,0,0,2025,91125,1,1
9512,2015,1988,1,1,0,0,0,0,0,261,2,0,0,5,2.0833333,,,,4.3402777,9.042244,,,,,,
9569,2009,1983,0,0,0,1,0,0,0,71,6,0,2,65,2.25,,,,5.0625,11.390625,,,,,,
9569,2010,1983,0,0,0,1,0,0,0,71,8,2,1,68,3.25,0,65,2,10.5625,34.328125,0,0,4225,274625,4,8
9569,2011,1983,0,0,0,1,0,0,0,71,8,1,1,48,4.25,2,68,1,18.0625,76.765625,4,8,4624,314432,1,1
9569,2012,1983,0,0,0,1,0,0,0,71,6,0,0,20,5.25,1,48,1,27.5625,144.70313,1,1,2304,110592,1,1
9569,2013,1983,0,0,0,1,0,0,0,71,18,0,2,31,6.25,0,20,0,39.0625,244.14063,0,0,400,8000,0,0
9569,2014,1983,0,0,0,1,0,0,0,71,11,1,0,48,7.25,0,31,2,52.5625,381.07813,0,0,961,29791,4,8
9569,2015,1983,0,0,0,1,0,0,0,71,6,0,4,56,8.25,1,48,0,68.0625,561.51563,1,1,2304,110592,0,0
9570,2011,1979,1,0,0,1,0,0,0,148,4,0,1,8,1.75,,,,3.0625,5.359375,,,,,,
9570,2012,1979,1,0,0,1,0,0,0,148,8,2,0,17,2.75,0,8,1,7.5625,20.796875,0,0,64,512,1,1
9570,2013,1979,1,0,0,1,0,0,0,148,10,1,2,16,3.75,2,17,0,14.0625,52.734375,4,8,289,4913,0,0
9570,2014,1979,1,0,0,1,0,0,0,148,5,1,0,15,4.75,1,16,2,22.5625,107.17188,1,1,256,4096,4,8
9570,2015,1979,1,0,0,1,0,0,0,148,4,1,0,10,5.75,1,15,0,33.0625,190.10938,1,1,225,3375,0,0
9573,2013,1983,0,0,0,1,0,0,0,179,0,0,0,6,1.5,,,,2.25,3.375,,,,,,
9573,2014,1983,0,0,0,1,0,0,0,179,9,1,4,96,2.5,0,6,0,6.25,15.625,0,0,36,216,0,0
9573,2015,1983,0,0,0,1,0,0,0,179,17,1,1,157,3.5,1,96,4,12.25,42.875,1,1,9216,884736,16,64
9579,2014,1985,0,0,0,1,0,0,0,202,8,1,2,20,2.25,,,,5.0625,11.390625,,,,,,
9579,2015,1985,0,0,0,1,0,0,0,202,8,0,1,34,3.25,1,20,2,10.5625,34.328125,1,1,400,8000,4,8
9586,2012,1983,0,0,0,1,0,0,0,154,6,0,0,29,2.3333333,,,,5.4444442,12.703702,,,,,,
9586,2013,1983,0,0,0,1,0,0,0,154,0,0,1,17,3.3333333,0,29,0,11.111111,37.037033,0,0,841,24389,0,0
9586,2014,1983,0,0,0,1,0,0,0,154,2,0,1,19,4.3333335,0,17,1,18.777779,81.370377,0,0,289,4913,1,1
9586,2015,1983,0,0,0,1,0,0,0,154,2,0,3,30,5.3333335,0,19,1,28.444447,151.70372,0,0,361,6859,1,1
9587,2009,1980,0,0,0,1,0,0,0,25,33,3,5,88,2.5,,,,6.25,15.625,,,,,,
9587,2010,1980,0,0,0,1,0,0,0,25,21,3,3,100,3.5,3,88,5,12.25,42.875,9,27,7744,681472,25,125
9587,2011,1980,0,0,0,1,0,0,0,25,18,1,5,77,4.5,3,100,3,20.25,91.125,9,27,10000,1000000,9,27
9587,2012,1980,0,0,0,1,0,0,0,25,26,1,3,48,5.5,1,77,5,30.25,166.375,1,1,5929,456533,25,125
9587,2013,1980,0,0,0,1,0,0,0,25,2,1,0,24,6.5,1,48,3,42.25,274.625,1,1,2304,110592,9,27
9587,2014,1980,0,0,0,1,0,0,0,25,6,0,1,28,7.5,1,24,0,56.25,421.875,1,1,576,13824,0,0
9587,2015,1980,0,0,0,1,0,0,0,25,12,0,1,16,8.5,0,28,1,72.25,614.125,0,0,784,21952,1,1
9588,2015,1984,0,0,0,1,0,0,0,258,0,2,0,21,2.1666667,,,,4.6944447,10.171297,,,,,,
9590,2015,1984,0,0,0,1,0,0,0,237,7,0,2,17,2.5,,,,6.25,15.625,,,,,,
9591,2013,1985,0,0,0,1,0,0,0,175,1,0,1,4,1.5,,,,2.25,3.375,,,,,,
9591,2014,1985,0,0,0,1,0,0,0,175,7,0,1,24,2.5,0,4,1,6.25,15.625,0,0,16,64,1,1
9591,2015,1985,0,0,0,1,0,0,0,175,4,1,1,16,3.5,0,24,1,12.25,42.875,0,0,576,13824,1,1
9596,2014,1983,0,0,0,1,0,0,0,187,7,2,3,54,2.25,,,,5.0625,11.390625,,,,,,
9596,2015,1983,0,0,0,1,0,0,0,187,10,4,3,75,3.25,2,54,3,10.5625,34.328125,4,8,2916,157464,9,27
9598,2015,1986,0,0,0,1,0,0,0,234,4,0,0,13,2.5,,,,6.25,15.625,,,,,,
9607,2015,1981,0,0,0,1,0,0,0,249,6,1,0,23,2.4166667,,,,5.8402781,14.114006,,,,,,
9726,2009,1981,0,0,0,1,0,0,0,59,11,1,3,20,2.3333333,,,,5.4444442,12.703702,,,,,,
9726,2010,1981,0,0,0,1,0,0,0,59,4,1,4,23,3.3333333,1,20,3,11.111111,37.037033,1,1,400,8000,9,27
9726,2011,1981,0,0,0,1,0,0,0,59,12,0,0,20,4.3333335,1,23,4,18.777779,81.370377,1,1,529,12167,16,64
9726,2012,1981,0,0,0,1,0,0,0,59,24,0,3,23,5.3333335,0,20,0,28.444447,151.70372,0,0,400,8000,0,0
9726,2013,1981,0,0,0,1,0,0,0,59,27,0,2,20,6.3333335,0,23,3,40.111115,254.03706,0,0,529,12167,9,27
9726,2014,1981,0,0,0,1,0,0,0,59,14,0,0,7,7.3333335,0,20,2,53.777779,394.37039,0,0,400,8000,4,8
9726,2015,1981,0,0,0,1,0,0,0,59,8,0,1,13,8.333333,0,7,0,69.444443,578.70361,0,0,49,343,0,0
9731,2014,1978,0,1,0,0,0,0,0,215,2,0,2,26,2.1666667,,,,4.6944447,10.171297,,,,,,
9731,2015,1978,0,1,0,0,0,0,0,215,16,0,5,45,3.1666667,0,26,2,10.027779,31.754633,0,0,676,17576,4,8
9739,2014,1978,0,1,0,0,0,0,0,219,0,1,1,7,1.8333334,,,,3.3611112,6.1620374,,,,,,
9739,2015,1978,0,1,0,0,0,0,0,219,6,0,0,17,2.8333333,1,7,1,8.0277777,22.745369,1,1,49,343,1,1
9807,2008,1981,0,1,0,0,0,0,0,6,1,0,0,12,1.75,,,,3.0625,5.359375,,,,,,
9807,2009,1981,0,1,0,0,0,0,0,6,32,2,0,67,2.75,0,12,0,7.5625,20.796875,0,0,144,1728,0,0
9807,2010,1981,0,1,0,0,0,0,0,6,25,1,1,97,3.75,2,67,0,14.0625,52.734375,4,8,4489,300763,0,0
9807,2011,1981,0,1,0,0,0,0,0,6,26,0,0,71,4.75,1,97,1,22.5625,107.17188,1,1,9409,912673,1,1
9807,2012,1981,0,1,0,0,0,0,0,6,30,1,3,54,5.75,0,71,0,33.0625,190.10938,0,0,5041,357911,0,0
9807,2013,1981,0,1,0,0,0,0,0,6,22,2,2,42,6.75,1,54,3,45.5625,307.54688,1,1,2916,157464,9,27
9807,2014,1981,0,1,0,0,0,0,0,6,61,1,1,57,7.75,2,42,2,60.0625,465.48438,4,8,1764,74088,4,8
9807,2015,1981,0,1,0,0,0,0,0,6,27,0,1,55,8.75,1,57,1,76.5625,669.92188,1,1,3249,185193,1,1
9809,2009,1981,0,1,0,0,0,0,0,45,12,0,1,40,2.4166667,,,,5.8402781,14.114006,,,,,,
9809,2010,1981,0,1,0,0,0,0,0,45,24,0,2,85,3.4166667,0,40,1,11.673612,39.884842,0,0,1600,64000,1,1
9809,2011,1981,0,1,0,0,0,0,0,45,50,0,0,71,4.4166665,0,85,2,19.506943,86.155663,0,0,7225,614125,4,8
9809,2012,1981,0,1,0,0,0,0,0,45,43,0,1,31,5.4166665,0,71,0,29.340277,158.92648,0,0,5041,357911,0,0
9809,2013,1981,0,1,0,0,0,0,0,45,35,0,0,57,6.4166665,0,31,1,41.173611,264.19733,0,0,961,29791,1,1
9809,2014,1981,0,1,0,0,0,0,0,45,49,0,1,22,7.4166665,0,57,0,55.006943,407.96814,0,0,3249,185193,0,0
9809,2015,1981,0,1,0,0,0,0,0,45,33,1,0,21,8.416667,0,22,1,70.840286,596.23907,0,0,484,10648,1,1
9846,2008,1983,0,1,0,0,0,0,0,18,2,0,0,12,1.75,,,,3.0625,5.359375,,,,,,
9846,2009,1983,0,1,0,0,0,0,0,18,4,1,1,35,2.75,0,12,0,7.5625,20.796875,0,0,144,1728,0,0
9888,2014,1985,0,1,0,0,0,0,0,187,18,0,1,25,2.25,,,,5.0625,11.390625,,,,,,
9888,2015,1985,0,1,0,0,0,0,0,187,10,0,1,49,3.25,0,25,1,10.5625,34.328125,0,0,625,15625,1,1
9947,2015,1984,0,0,0,1,0,0,0,257,2,0,0,8,2.0833333,,,,4.3402777,9.042244,,,,,,
9949,2015,1985,0,0,0,0,1,0,0,258,0,1,1,26,2.1666667,,,,4.6944447,10.171297,,,,,,
9985,2009,1984,0,1,0,0,0,0,0,34,21,2,1,66,2.5,,,,6.25,15.625,,,,,,
9985,2010,1984,0,1,0,0,0,0,0,34,28,0,0,135,3.5,2,66,1,12.25,42.875,4,8,4356,287496,1,1
9985,2011,1984,0,1,0,0,0,0,0,34,24,3,1,148,4.5,0,135,0,20.25,91.125,0,0,18225,2460375,0,0
9985,2012,1984,0,1,0,0,0,0,0,34,13,0,3,115,5.5,3,148,1,30.25,166.375,9,27,21904,3241792,1,1
9985,2013,1984,0,1,0,0,0,0,0,34,5,1,8,66,6.5,0,115,3,42.25,274.625,0,0,13225,1520875,9,27
9985,2014,1984,0,1,0,0,0,0,0,34,4,2,5,74,7.5,1,66,8,56.25,421.875,1,1,4356,287496,64,512
9985,2015,1984,0,1,0,0,0,0,0,34,8,2,2,38,8.5,2,74,5,72.25,614.125,4,8,5476,405224,25,125
10004,2014,1983,0,0,1,0,0,0,0,202,12,0,0,13,2.1666667,,,,4.6944447,10.171297,,,,,,
10004,2015,1983,0,0,1,0,0,0,0,202,7,1,0,27,3.1666667,0,13,0,10.027779,31.754633,0,0,169,2197,0,0
10010,2014,1973,1,0,1,0,0,0,0,221,0,0,0,6,1.75,,,,3.0625,5.359375,,,,,,
10010,2015,1973,1,0,1,0,0,0,0,221,3,1,0,46,2.75,0,6,0,7.5625,20.796875,0,0,36,216,0,0
10016,2009,1981,0,1,0,0,0,0,0,53,12,0,1,26,2.3333333,,,,5.4444442,12.703702,,,,,,
10016,2010,1981,0,1,0,0,0,0,0,53,6,1,1,47,3.3333333,0,26,1,11.111111,37.037033,0,0,676,17576,1,1
10016,2011,1981,0,1,0,0,0,0,0,53,9,1,4,28,4.3333335,1,47,1,18.777779,81.370377,1,1,2209,103823,1,1
10016,2012,1981,0,1,0,0,0,0,0,53,12,0,0,30,5.3333335,1,28,4,28.444447,151.70372,1,1,784,21952,16,64
10016,2013,1981,0,1,0,0,0,0,0,53,2,0,2,30,6.3333335,0,30,0,40.111115,254.03706,0,0,900,27000,0,0
10044,2009,1972,0,0,0,1,0,0,0,99,0,0,0,6,1.6666666,,,,2.7777777,4.6296291,,,,,,
10044,2010,1972,0,0,0,1,0,0,0,99,6,3,0,45,2.6666667,0,6,0,7.1111116,18.962965,0,0,36,216,0,0
