nuid,year,birth_year,female,white,black,hisp,asian,natam,missing,group,awd_perf,cmpl_civ,trr_new,arrest_total,tenure,L_cmpl_civ,L_arrest_total,L_trr_new,tenure2,tenure3,L_cmpl_civ2,L_cmpl_civ3,L_arrest_total2,L_arrest_total3,L_trr_new2,L_trr_new3
12528,2013,1971,0,0,1,0,0,0,0,63,4,1,3,10,6.25,1,33,5,39.0625,244.14063,1,1,1089,35937,25,125
12528,2014,1971,0,0,1,0,0,0,0,63,12,1,0,13,7.25,1,10,3,52.5625,381.07813,1,1,100,1000,9,27
12528,2015,1971,0,0,1,0,0,0,0,63,8,2,1,13,8.25,1,13,0,68.0625,561.51563,1,1,169,2197,0,0
12566,2013,1986,0,1,0,0,0,0,0,181,0,0,0,5,1.5,,,,2.25,3.375,,,,,,
12566,2014,1986,0,1,0,0,0,0,0,181,14,1,3,59,2.5,0,5,0,6.25,15.625,0,0,25,125,0,0
12566,2015,1986,0,1,0,0,0,0,0,181,12,0,2,47,3.5,1,59,3,12.25,42.875,1,1,3481,205379,9,27
12570,2014,1981,0,1,0,0,0,0,0,188,10,3,1,31,2.25,,,,5.0625,11.390625,,,,,,
12570,2015,1981,0,1,0,0,0,0,0,188,8,0,1,32,3.25,3,31,1,10.5625,34.328125,9,27,961,29791,1,1
12617,2015,1988,0,1,0,0,0,0,0,244,5,1,2,30,2.5,,,,6.25,15.625,,,,,,
12620,2007,1974,1,0,1,0,0,0,0,50,0,0,0,0,.083333336,,,,.006944445,.00057870377,,,,,,
12620,2009,1974,1,0,1,0,0,0,0,50,2,0,0,6,2.4166667,,,,5.8402781,14.114006,,,,,,
12620,2010,1974,1,0,1,0,0,0,0,50,0,0,0,2,3.4166667,0,6,0,11.673612,39.884842,0,0,36,216,0,0
12620,2011,1974,1,0,1,0,0,0,0,50,1,0,0,7,4.4166665,0,2,0,19.506943,86.155663,0,0,4,8,0,0
12620,2012,1974,1,0,1,0,0,0,0,50,0,0,0,4,5.4166665,0,7,0,29.340277,158.92648,0,0,49,343,0,0
12620,2013,1974,1,0,1,0,0,0,0,50,0,1,0,3,6.4166665,0,4,0,41.173611,264.19733,0,0,16,64,0,0
12620,2014,1974,1,0,1,0,0,0,0,50,5,1,0,10,7.4166665,1,3,0,55.006943,407.96814,1,1,9,27,0,0
12620,2015,1974,1,0,1,0,0,0,0,50,0,0,0,5,8.416667,1,10,0,70.840286,596.23907,1,1,100,1000,0,0
12623,2015,1986,1,1,0,0,0,0,0,280,0,0,0,9,1.9166666,,,,3.6736109,7.0410876,,,,,,
12629,2012,1972,0,0,1,0,0,0,0,152,8,1,0,15,2.3333333,,,,5.4444442,12.703702,,,,,,
12629,2013,1972,0,0,1,0,0,0,0,152,6,3,0,33,3.3333333,1,15,0,11.111111,37.037033,1,1,225,3375,0,0
12629,2014,1972,0,0,1,0,0,0,0,152,15,1,1,125,4.3333335,3,33,0,18.777779,81.370377,9,27,1089,35937,0,0
12629,2015,1972,0,0,1,0,0,0,0,152,8,1,1,51,5.3333335,1,125,1,28.444447,151.70372,1,1,15625,1953125,1,1
12647,2014,1976,0,1,0,0,0,0,0,193,15,0,2,34,2.25,,,,5.0625,11.390625,,,,,,
12647,2015,1976,0,1,0,0,0,0,0,193,38,0,3,36,3.25,0,34,2,10.5625,34.328125,0,0,1156,39304,4,8
12656,2014,1978,0,0,1,0,0,0,0,238,0,0,0,0,1.5833334,,,,2.5069447,3.9693291,,,,,,
12656,2015,1978,0,0,1,0,0,0,0,238,0,0,0,4,2.5833333,0,0,0,6.6736107,17.24016,0,0,0,0,0,0
12719,2011,1983,0,1,0,0,0,0,0,139,8,0,1,25,2.0833333,,,,4.3402777,9.042244,,,,,,
12719,2012,1983,0,1,0,0,0,0,0,139,11,1,1,43,3.0833333,0,25,1,9.5069437,29.313076,0,0,625,15625,1,1
12719,2013,1983,0,1,0,0,0,0,0,139,15,0,1,91,4.0833335,1,43,1,16.673613,68.083923,1,1,1849,79507,1,1
12719,2014,1983,0,1,0,0,0,0,0,139,16,0,1,48,5.0833335,0,91,1,25.840279,131.35475,0,0,8281,753571,1,1
12719,2015,1983,0,1,0,0,0,0,0,139,16,0,1,35,6.0833335,0,48,1,37.006947,225.1256,0,0,2304,110592,1,1
12727,2014,1981,1,0,1,0,0,0,0,201,3,1,0,5,2.1666667,,,,4.6944447,10.171297,,,,,,
12727,2015,1981,1,0,1,0,0,0,0,201,0,0,0,20,3.1666667,1,5,0,10.027779,31.754633,1,1,25,125,0,0
12734,2014,1974,0,0,0,0,1,0,0,222,6,0,0,7,1.8333334,,,,3.3611112,6.1620374,,,,,,
12734,2015,1974,0,0,0,0,1,0,0,222,4,1,0,19,2.8333333,0,7,0,8.0277777,22.745369,0,0,49,343,0,0
12753,2010,1983,0,0,1,0,0,0,0,115,4,0,0,46,3.4166667,,,,11.673612,39.884842,,,,,,
12753,2011,1983,0,0,1,0,0,0,0,115,2,1,1,26,4.4166665,0,46,0,19.506943,86.155663,0,0,2116,97336,0,0
12753,2012,1983,0,0,1,0,0,0,0,115,2,0,0,15,5.4166665,1,26,1,29.340277,158.92648,1,1,676,17576,1,1
12753,2013,1983,0,0,1,0,0,0,0,115,2,1,0,79,6.4166665,0,15,0,41.173611,264.19733,0,0,225,3375,0,0
12753,2014,1983,0,0,1,0,0,0,0,115,3,0,1,60,7.4166665,1,79,0,55.006943,407.96814,1,1,6241,493039,0,0
12753,2015,1983,0,0,1,0,0,0,0,115,0,0,0,37,8.416667,0,60,1,70.840286,596.23907,0,0,3600,216000,1,1
12777,2014,1987,0,1,0,0,0,0,0,205,12,0,2,26,2.1666667,,,,4.6944447,10.171297,,,,,,
12777,2015,1987,0,1,0,0,0,0,0,205,6,1,1,57,3.1666667,0,26,2,10.027779,31.754633,0,0,676,17576,4,8
12799,2009,1983,0,1,0,0,0,0,0,29,29,0,1,19,2.5,,,,6.25,15.625,,,,,,
12799,2010,1983,0,1,0,0,0,0,0,29,9,0,0,34,3.5,0,19,1,12.25,42.875,0,0,361,6859,1,1
12799,2011,1983,0,1,0,0,0,0,0,29,7,0,0,76,4.5,0,34,0,20.25,91.125,0,0,1156,39304,0,0
12799,2012,1983,0,1,0,0,0,0,0,29,19,0,2,133,5.5,0,76,0,30.25,166.375,0,0,5776,438976,0,0
12799,2013,1983,0,1,0,0,0,0,0,29,17,0,1,122,6.5,0,133,2,42.25,274.625,0,0,17689,2352637,4,8
12799,2014,1983,0,1,0,0,0,0,0,29,11,0,4,100,7.5,0,122,1,56.25,421.875,0,0,14884,1815848,1,1
12799,2015,1983,0,1,0,0,0,0,0,29,8,1,1,90,8.5,0,100,4,72.25,614.125,0,0,10000,1000000,16,64
12800,2015,1986,1,0,1,0,0,0,0,262,0,0,0,3,2.1666667,,,,4.6944447,10.171297,,,,,,
12803,2014,1984,0,1,0,0,0,0,0,237,0,2,3,9,1.5833334,,,,2.5069447,3.9693291,,,,,,
12803,2015,1984,0,1,0,0,0,0,0,237,14,2,10,89,2.5833333,2,9,3,6.6736107,17.24016,4,8,81,729,9,27
12825,2008,1973,1,1,0,0,0,0,0,37,2,0,0,0,1.5833334,,,,2.5069447,3.9693291,,,,,,
12825,2009,1973,1,1,0,0,0,0,0,37,3,2,0,17,2.5833333,0,0,0,6.6736107,17.24016,0,0,0,0,0,0
12825,2010,1973,1,1,0,0,0,0,0,37,5,2,0,23,3.5833333,2,17,0,12.840278,46.010994,4,8,289,4913,0,0
12825,2011,1973,1,1,0,0,0,0,0,37,12,2,2,21,4.5833335,2,23,0,21.006947,96.281837,4,8,529,12167,0,0
12825,2012,1973,1,1,0,0,0,0,0,37,11,2,2,41,5.5833335,2,21,2,31.173613,174.05267,4,8,441,9261,4,8
12825,2013,1973,1,1,0,0,0,0,0,37,20,3,3,93,6.5833335,2,41,2,43.340279,285.32352,4,8,1681,68921,4,8
12825,2014,1973,1,1,0,0,0,0,0,37,10,1,1,89,7.5833335,3,93,3,57.506947,436.09436,9,27,8649,804357,9,27
12825,2015,1973,1,1,0,0,0,0,0,37,13,0,0,45,8.583333,1,89,1,73.673607,632.36511,1,1,7921,704969,1,1
12845,2015,1983,0,1,0,0,0,0,0,276,4,0,0,6,1.9166666,,,,3.6736109,7.0410876,,,,,,
12863,2014,1985,0,0,0,0,1,0,0,198,2,0,1,14,2.4166667,,,,5.8402781,14.114006,,,,,,
12863,2015,1985,0,0,0,0,1,0,0,198,4,0,1,23,3.4166667,0,14,1,11.673612,39.884842,0,0,196,2744,1,1
12865,2014,1982,0,1,0,0,0,0,0,223,2,0,1,2,1.6666666,,,,2.7777777,4.6296291,,,,,,
12865,2015,1982,0,1,0,0,0,0,0,223,14,1,5,48,2.6666667,0,2,1,7.1111116,18.962965,0,0,4,8,1,1
12872,2015,1984,0,1,0,0,0,0,0,262,4,1,0,24,2.1666667,,,,4.6944447,10.171297,,,,,,
12879,2014,1988,0,1,0,0,0,0,0,219,4,0,0,4,1.75,,,,3.0625,5.359375,,,,,,
12879,2015,1988,0,1,0,0,0,0,0,219,10,0,3,72,2.75,0,4,0,7.5625,20.796875,0,0,16,64,0,0
12884,2011,1981,0,0,0,1,0,0,0,147,0,0,0,8,1.75,,,,3.0625,5.359375,,,,,,
12884,2012,1981,0,0,0,1,0,0,0,147,4,1,0,18,2.75,0,8,0,7.5625,20.796875,0,0,64,512,0,0
12884,2013,1981,0,0,0,1,0,0,0,147,4,0,1,31,3.75,1,18,0,14.0625,52.734375,1,1,324,5832,0,0
12884,2014,1981,0,0,0,1,0,0,0,147,4,1,0,21,4.75,0,31,1,22.5625,107.17188,0,0,961,29791,1,1
12884,2015,1981,0,0,0,1,0,0,0,147,2,0,2,35,5.75,1,21,0,33.0625,190.10938,1,1,441,9261,0,0
12905,2014,1976,0,1,0,0,0,0,0,205,6,0,0,14,2.0833333,,,,4.3402777,9.042244,,,,,,
12905,2015,1976,0,1,0,0,0,0,0,205,14,1,0,19,3.0833333,0,14,0,9.5069437,29.313076,0,0,196,2744,0,0
12915,2014,1985,1,0,0,1,0,0,0,204,0,0,0,1,2.0833333,,,,4.3402777,9.042244,,,,,,
12915,2015,1985,1,0,0,1,0,0,0,204,3,0,0,5,3.0833333,0,1,0,9.5069437,29.313076,0,0,1,1,0,0
12924,2008,1983,0,1,0,0,0,0,0,6,1,1,1,6,1.75,,,,3.0625,5.359375,,,,,,
12924,2009,1983,0,1,0,0,0,0,0,6,14,0,0,43,2.75,1,6,1,7.5625,20.796875,1,1,36,216,1,1
12924,2010,1983,0,1,0,0,0,0,0,6,13,3,6,37,3.75,0,43,0,14.0625,52.734375,0,0,1849,79507,0,0
12924,2011,1983,0,1,0,0,0,0,0,6,8,1,1,16,4.75,3,37,6,22.5625,107.17188,9,27,1369,50653,36,216
12924,2012,1983,0,1,0,0,0,0,0,6,9,0,2,28,5.75,1,16,1,33.0625,190.10938,1,1,256,4096,1,1
12924,2013,1983,0,1,0,0,0,0,0,6,11,0,1,10,6.75,0,28,2,45.5625,307.54688,0,0,784,21952,4,8
12924,2014,1983,0,1,0,0,0,0,0,6,5,0,1,16,7.75,0,10,1,60.0625,465.48438,0,0,100,1000,1,1
12924,2015,1983,0,1,0,0,0,0,0,6,2,0,1,13,8.75,0,16,1,76.5625,669.92188,0,0,256,4096,1,1
12926,2014,1982,0,0,1,0,0,0,0,207,8,0,1,21,2.0833333,,,,4.3402777,9.042244,,,,,,
12926,2015,1982,0,0,1,0,0,0,0,207,6,0,3,55,3.0833333,0,21,1,9.5069437,29.313076,0,0,441,9261,1,1
12954,2015,1988,1,0,0,1,0,0,0,276,0,0,0,8,1.9166666,,,,3.6736109,7.0410876,,,,,,
12978,2009,1974,1,0,0,1,0,0,0,41,2,0,1,4,2.3333333,,,,5.4444442,12.703702,,,,,,
12978,2010,1974,1,0,0,1,0,0,0,41,2,0,0,6,3.3333333,0,4,1,11.111111,37.037033,0,0,16,64,1,1
12978,2011,1974,1,0,0,1,0,0,0,41,5,0,0,5,4.3333335,0,6,0,18.777779,81.370377,0,0,36,216,0,0
12978,2012,1974,1,0,0,1,0,0,0,41,2,0,0,4,5.3333335,0,5,0,28.444447,151.70372,0,0,25,125,0,0
12978,2013,1974,1,0,0,1,0,0,0,41,0,0,0,0,6.3333335,0,4,0,40.111115,254.03706,0,0,16,64,0,0
12978,2014,1974,1,0,0,1,0,0,0,41,0,0,0,0,7.3333335,0,0,0,53.777779,394.37039,0,0,0,0,0,0
12978,2015,1974,1,0,0,1,0,0,0,41,0,0,0,0,8.333333,0,0,0,69.444443,578.70361,0,0,0,0,0,0
12993,2009,1979,0,1,0,0,0,0,0,25,7,0,0,26,2.5,,,,6.25,15.625,,,,,,
12993,2010,1979,0,1,0,0,0,0,0,25,15,1,1,45,3.5,0,26,0,12.25,42.875,0,0,676,17576,0,0
12993,2011,1979,0,1,0,0,0,0,0,25,8,2,0,42,4.5,1,45,1,20.25,91.125,1,1,2025,91125,1,1
12993,2012,1979,0,1,0,0,0,0,0,25,18,0,0,23,5.5,2,42,0,30.25,166.375,4,8,1764,74088,0,0
12993,2013,1979,0,1,0,0,0,0,0,25,18,0,1,40,6.5,0,23,0,42.25,274.625,0,0,529,12167,0,0
12993,2014,1979,0,1,0,0,0,0,0,25,8,0,1,30,7.5,0,40,1,56.25,421.875,0,0,1600,64000,1,1
12993,2015,1979,0,1,0,0,0,0,0,25,4,0,0,17,8.5,0,30,1,72.25,614.125,0,0,900,27000,1,1
12995,2013,1982,0,1,0,0,0,0,0,171,17,1,0,35,2.25,,,,5.0625,11.390625,,,,,,
12995,2014,1982,0,1,0,0,0,0,0,171,8,0,1,27,3.25,1,35,0,10.5625,34.328125,1,1,1225,42875,0,0
12995,2015,1982,0,1,0,0,0,0,0,171,2,1,1,88,4.25,0,27,1,18.0625,76.765625,0,0,729,19683,1,1
13005,2014,1979,1,0,0,0,1,0,0,193,13,0,2,49,2.4166667,,,,5.8402781,14.114006,,,,,,
13005,2015,1979,1,0,0,0,1,0,0,193,6,0,2,70,3.4166667,0,49,2,11.673612,39.884842,0,0,2401,117649,4,8
13020,2009,1982,0,0,0,0,1,0,0,82,2,0,0,18,1.75,,,,3.0625,5.359375,,,,,,
13020,2010,1982,0,0,0,0,1,0,0,82,31,7,8,123,2.75,0,18,0,7.5625,20.796875,0,0,324,5832,0,0
13020,2011,1982,0,0,0,0,1,0,0,82,15,2,6,63,3.75,7,123,8,14.0625,52.734375,49,343,15129,1860867,64,512
13020,2012,1982,0,0,0,0,1,0,0,82,5,1,2,17,4.75,2,63,6,22.5625,107.17188,4,8,3969,250047,36,216
13020,2013,1982,0,0,0,0,1,0,0,82,4,1,1,9,5.75,1,17,2,33.0625,190.10938,1,1,289,4913,4,8
13020,2014,1982,0,0,0,0,1,0,0,82,2,1,3,9,6.75,1,9,1,45.5625,307.54688,1,1,81,729,1,1
13020,2015,1982,0,0,0,0,1,0,0,82,0,0,0,0,7.75,1,9,3,60.0625,465.48438,1,1,81,729,9,27
13029,2014,1981,0,1,0,0,0,0,0,209,0,0,0,71,2.25,,,,5.0625,11.390625,,,,,,
13029,2015,1981,0,1,0,0,0,0,0,209,8,0,4,52,3.25,0,71,0,10.5625,34.328125,0,0,5041,357911,0,0
13113,2014,1979,0,0,1,0,0,0,0,219,4,0,0,5,1.75,,,,3.0625,5.359375,,,,,,
13113,2015,1979,0,0,1,0,0,0,0,219,6,1,2,50,2.75,0,5,0,7.5625,20.796875,0,0,25,125,0,0
13119,2015,1984,0,0,1,0,0,0,0,250,0,0,1,8,2.4166667,,,,5.8402781,14.114006,,,,,,
13170,2009,1979,1,0,0,0,1,0,0,95,2,0,2,5,1.75,,,,3.0625,5.359375,,,,,,
13170,2010,1979,1,0,0,0,1,0,0,95,1,0,1,36,2.75,0,5,2,7.5625,20.796875,0,0,25,125,4,8
13170,2011,1979,1,0,0,0,1,0,0,95,12,1,0,68,3.75,0,36,1,14.0625,52.734375,0,0,1296,46656,1,1
13170,2012,1979,1,0,0,0,1,0,0,95,14,0,2,71,4.75,1,68,0,22.5625,107.17188,1,1,4624,314432,0,0
13170,2013,1979,1,0,0,0,1,0,0,95,8,1,0,56,5.75,0,71,2,33.0625,190.10938,0,0,5041,357911,4,8
13170,2014,1979,1,0,0,0,1,0,0,95,8,2,1,44,6.75,1,56,0,45.5625,307.54688,1,1,3136,175616,0,0
13170,2015,1979,1,0,0,0,1,0,0,95,0,1,1,31,7.75,2,44,1,60.0625,465.48438,4,8,1936,85184,1,1
13175,2014,1985,0,1,0,0,0,0,0,226,6,0,2,18,1.8333334,,,,3.3611112,6.1620374,,,,,,
13175,2015,1985,0,1,0,0,0,0,0,226,12,1,2,31,2.8333333,0,18,2,8.0277777,22.745369,0,0,324,5832,4,8
13197,2014,1980,0,1,0,0,0,0,0,181,5,2,8,115,2.4166667,,,,5.8402781,14.114006,,,,,,
13197,2015,1980,0,1,0,0,0,0,0,181,5,0,2,56,3.4166667,2,115,8,11.673612,39.884842,4,8,13225,1520875,64,512
13216,2014,1987,0,1,0,0,0,0,0,226,0,1,2,29,1.8333334,,,,3.3611112,6.1620374,,,,,,
13216,2015,1987,0,1,0,0,0,0,0,226,14,0,3,59,2.8333333,1,29,2,8.0277777,22.745369,1,1,841,24389,4,8
13220,2010,1980,1,0,1,0,0,0,0,99,0,3,0,18,2.5,,,,6.25,15.625,,,,,,
13220,2011,1980,1,0,1,0,0,0,0,99,4,0,0,3,3.5,3,18,0,12.25,42.875,9,27,324,5832,0,0
13220,2012,1980,1,0,1,0,0,0,0,99,0,0,0,22,4.5,0,3,0,20.25,91.125,0,0,9,27,0,0
13220,2013,1980,1,0,1,0,0,0,0,99,7,1,0,15,5.5,0,22,0,30.25,166.375,0,0,484,10648,0,0
13220,2014,1980,1,0,1,0,0,0,0,99,8,0,0,14,6.5,1,15,0,42.25,274.625,1,1,225,3375,0,0
13220,2015,1980,1,0,1,0,0,0,0,99,2,0,1,5,7.5,0,14,0,56.25,421.875,0,0,196,2744,0,0
13233,2012,1982,0,1,0,0,0,0,0,156,15,0,2,40,2.3333333,,,,5.4444442,12.703702,,,,,,
13233,2013,1982,0,1,0,0,0,0,0,156,16,1,7,43,3.3333333,0,40,2,11.111111,37.037033,0,0,1600,64000,4,8
13233,2014,1982,0,1,0,0,0,0,0,156,11,1,0,51,4.3333335,1,43,7,18.777779,81.370377,1,1,1849,79507,49,343
13233,2015,1982,0,1,0,0,0,0,0,156,13,2,5,93,5.3333335,1,51,0,28.444447,151.70372,1,1,2601,132651,0,0
13287,2014,1981,0,1,0,0,0,0,0,217,0,0,1,3,1.8333334,,,,3.3611112,6.1620374,,,,,,
13287,2015,1981,0,1,0,0,0,0,0,217,6,2,1,23,2.8333333,0,3,1,8.0277777,22.745369,0,0,9,27,1,1
13292,2009,1977,0,1,0,0,0,0,0,97,2,0,0,1,1.75,,,,3.0625,5.359375,,,,,,
13292,2010,1977,0,1,0,0,0,0,0,97,2,0,0,11,2.75,0,1,0,7.5625,20.796875,0,0,1,1,0,0
13292,2011,1977,0,1,0,0,0,0,0,97,8,0,1,28,3.75,0,11,0,14.0625,52.734375,0,0,121,1331,0,0
13292,2012,1977,0,1,0,0,0,0,0,97,8,0,0,10,4.75,0,28,1,22.5625,107.17188,0,0,784,21952,1,1
13292,2013,1977,0,1,0,0,0,0,0,97,0,1,0,3,5.75,0,10,0,33.0625,190.10938,0,0,100,1000,0,0
13292,2014,1977,0,1,0,0,0,0,0,97,0,0,0,30,6.75,1,3,0,45.5625,307.54688,1,1,9,27,0,0
13292,2015,1977,0,1,0,0,0,0,0,97,2,2,1,71,7.75,0,30,0,60.0625,465.48438,0,0,900,27000,0,0
13314,2015,1987,0,1,0,0,0,0,0,270,2,0,0,22,2.1666667,,,,4.6944447,10.171297,,,,,,
13324,2009,1974,1,1,0,0,0,0,0,50,0,0,0,8,2.3333333,,,,5.4444442,12.703702,,,,,,
13324,2010,1974,1,1,0,0,0,0,0,50,2,0,0,6,3.3333333,0,8,0,11.111111,37.037033,0,0,64,512,0,0
13324,2011,1974,1,1,0,0,0,0,0,50,2,0,2,17,4.3333335,0,6,0,18.777779,81.370377,0,0,36,216,0,0
13324,2012,1974,1,1,0,0,0,0,0,50,0,0,2,8,5.3333335,0,17,2,28.444447,151.70372,0,0,289,4913,4,8
13324,2013,1974,1,1,0,0,0,0,0,50,4,0,0,9,6.3333335,0,8,2,40.111115,254.03706,0,0,64,512,4,8
13324,2014,1974,1,1,0,0,0,0,0,50,5,1,0,6,7.3333335,0,9,0,53.777779,394.37039,0,0,81,729,0,0
13324,2015,1974,1,1,0,0,0,0,0,50,0,0,0,6,8.333333,1,6,0,69.444443,578.70361,1,1,36,216,0,0
13332,2014,1986,0,1,0,0,0,0,0,233,6,0,0,14,1.75,,,,3.0625,5.359375,,,,,,
13332,2015,1986,0,1,0,0,0,0,0,233,12,2,2,67,2.75,0,14,0,7.5625,20.796875,0,0,196,2744,0,0
13347,2014,1984,0,0,1,0,0,0,0,172,5,1,2,22,2.4166667,,,,5.8402781,14.114006,,,,,,
13347,2015,1984,0,0,1,0,0,0,0,172,0,2,1,19,3.4166667,1,22,2,11.673612,39.884842,1,1,484,10648,4,8
13348,2014,1987,0,0,0,1,0,0,0,219,8,0,0,22,1.8333334,,,,3.3611112,6.1620374,,,,,,
13348,2015,1987,0,0,0,1,0,0,0,219,21,0,3,48,2.8333333,0,22,0,8.0277777,22.745369,0,0,484,10648,0,0
13359,2009,1975,0,1,0,0,0,0,0,94,2,0,0,6,1.75,,,,3.0625,5.359375,,,,,,
13359,2010,1975,0,1,0,0,0,0,0,94,0,0,1,18,2.75,0,6,0,7.5625,20.796875,0,0,36,216,0,0
13359,2011,1975,0,1,0,0,0,0,0,94,2,0,2,41,3.75,0,18,1,14.0625,52.734375,0,0,324,5832,1,1
13359,2012,1975,0,1,0,0,0,0,0,94,0,0,0,12,4.75,0,41,2,22.5625,107.17188,0,0,1681,68921,4,8
13359,2013,1975,0,1,0,0,0,0,0,94,4,0,0,10,5.75,0,12,0,33.0625,190.10938,0,0,144,1728,0,0
13359,2014,1975,0,1,0,0,0,0,0,94,8,0,0,5,6.75,0,10,0,45.5625,307.54688,0,0,100,1000,0,0
13359,2015,1975,0,1,0,0,0,0,0,94,8,0,0,2,7.75,0,5,0,60.0625,465.48438,0,0,25,125,0,0
13369,2014,1978,0,0,1,0,0,0,0,205,6,0,0,11,2.1666667,,,,4.6944447,10.171297,,,,,,
13369,2015,1978,0,0,1,0,0,0,0,205,0,1,0,7,3.1666667,0,11,0,10.027779,31.754633,0,0,121,1331,0,0
13377,2012,1976,0,1,0,0,0,0,0,155,49,0,4,71,2.3333333,,,,5.4444442,12.703702,,,,,,
13377,2013,1976,0,1,0,0,0,0,0,155,38,0,3,87,3.3333333,0,71,4,11.111111,37.037033,0,0,5041,357911,16,64
13377,2014,1976,0,1,0,0,0,0,0,155,41,1,2,111,4.3333335,0,87,3,18.777779,81.370377,0,0,7569,658503,9,27
13377,2015,1976,0,1,0,0,0,0,0,155,26,1,0,102,5.3333335,1,111,2,28.444447,151.70372,1,1,12321,1367631,4,8
13412,2015,1988,0,1,0,0,0,0,0,274,2,0,0,14,1.9166666,,,,3.6736109,7.0410876,,,,,,
13413,2008,1982,0,0,1,0,0,0,0,16,2,0,0,11,1.75,,,,3.0625,5.359375,,,,,,
13413,2009,1982,0,0,1,0,0,0,0,16,6,3,0,47,2.75,0,11,0,7.5625,20.796875,0,0,121,1331,0,0
13413,2010,1982,0,0,1,0,0,0,0,16,0,1,0,41,3.75,3,47,0,14.0625,52.734375,9,27,2209,103823,0,0
13413,2011,1982,0,0,1,0,0,0,0,16,2,0,0,23,4.75,1,41,0,22.5625,107.17188,1,1,1681,68921,0,0
13413,2012,1982,0,0,1,0,0,0,0,16,0,1,0,24,5.75,0,23,0,33.0625,190.10938,0,0,529,12167,0,0
13413,2013,1982,0,0,1,0,0,0,0,16,4,1,1,22,6.75,1,24,0,45.5625,307.54688,1,1,576,13824,0,0
13413,2014,1982,0,0,1,0,0,0,0,16,4,0,0,14,7.75,1,22,1,60.0625,465.48438,1,1,484,10648,1,1
13413,2015,1982,0,0,1,0,0,0,0,16,7,0,1,11,8.75,0,14,0,76.5625,669.92188,0,0,196,2744,0,0
13436,2014,1982,0,0,0,1,0,0,0,208,4,0,0,9,2.0833333,,,,4.3402777,9.042244,,,,,,
13436,2015,1982,0,0,0,1,0,0,0,208,16,0,0,47,3.0833333,0,9,0,9.5069437,29.313076,0,0,81,729,0,0
13437,2014,1980,1,0,0,1,0,0,0,206,4,0,0,12,2.0833333,,,,4.3402777,9.042244,,,,,,
13437,2015,1980,1,0,0,1,0,0,0,206,2,0,2,18,3.0833333,0,12,0,9.5069437,29.313076,0,0,144,1728,0,0
13519,2012,1975,0,1,0,0,0,0,0,157,8,0,2,14,2.3333333,,,,5.4444442,12.703702,,,,,,
13519,2013,1975,0,1,0,0,0,0,0,157,2,0,0,18,3.3333333,0,14,2,11.111111,37.037033,0,0,196,2744,4,8
13519,2014,1975,0,1,0,0,0,0,0,157,6,0,0,8,4.3333335,0,18,0,18.777779,81.370377,0,0,324,5832,0,0
13519,2015,1975,0,1,0,0,0,0,0,157,4,1,3,23,5.3333335,0,8,0,28.444447,151.70372,0,0,64,512,0,0
13533,2010,1982,0,1,0,0,0,0,0,102,6,2,3,110,3.5,,,,12.25,42.875,,,,,,
13533,2011,1982,0,1,0,0,0,0,0,102,43,1,2,206,4.5,2,110,3,20.25,91.125,4,8,12100,1331000,9,27
13533,2012,1982,0,1,0,0,0,0,0,102,23,3,3,151,5.5,1,206,2,30.25,166.375,1,1,42436,8741816,4,8
13533,2013,1982,0,1,0,0,0,0,0,102,7,3,2,89,6.5,3,151,3,42.25,274.625,9,27,22801,3442951,9,27
13533,2014,1982,0,1,0,0,0,0,0,102,25,0,5,72,7.5,3,89,2,56.25,421.875,9,27,7921,704969,4,8
13533,2015,1982,0,1,0,0,0,0,0,102,7,2,1,27,8.5,0,72,5,72.25,614.125,0,0,5184,373248,25,125
13604,2009,1972,0,0,1,0,0,0,0,43,4,0,2,38,2.3333333,,,,5.4444442,12.703702,,,,,,
13604,2010,1972,0,0,1,0,0,0,0,43,6,1,7,49,3.3333333,0,38,2,11.111111,37.037033,0,0,1444,54872,4,8
13604,2011,1972,0,0,1,0,0,0,0,43,6,6,8,43,4.3333335,1,49,7,18.777779,81.370377,1,1,2401,117649,49,343
13604,2012,1972,0,0,1,0,0,0,0,43,10,1,2,18,5.3333335,6,43,8,28.444447,151.70372,36,216,1849,79507,64,512
13604,2013,1972,0,0,1,0,0,0,0,43,4,2,2,22,6.3333335,1,18,2,40.111115,254.03706,1,1,324,5832,4,8
13604,2014,1972,0,0,1,0,0,0,0,43,0,2,8,31,7.3333335,2,22,2,53.777779,394.37039,4,8,484,10648,4,8
13604,2015,1972,0,0,1,0,0,0,0,43,2,2,10,24,8.333333,2,31,8,69.444443,578.70361,4,8,961,29791,64,512
13610,2011,1983,0,0,1,0,0,0,0,137,2,1,0,14,2.0833333,,,,4.3402777,9.042244,,,,,,
13610,2012,1983,0,0,1,0,0,0,0,137,4,0,0,24,3.0833333,1,14,0,9.5069437,29.313076,1,1,196,2744,0,0
13610,2013,1983,0,0,1,0,0,0,0,137,8,0,0,22,4.0833335,0,24,0,16.673613,68.083923,0,0,576,13824,0,0
13610,2014,1983,0,0,1,0,0,0,0,137,7,0,0,5,5.0833335,0,22,0,25.840279,131.35475,0,0,484,10648,0,0
13610,2015,1983,0,0,1,0,0,0,0,137,8,1,0,10,6.0833335,0,5,0,37.006947,225.1256,0,0,25,125,0,0
13659,2015,1982,1,1,0,0,0,0,0,240,16,0,0,35,2.5,,,,6.25,15.625,,,,,,
